name,paragraph,doi,synonyms,language,authors,urls,not_urls
ADC,Data was analysed using EXPO 32 ADC Analysis software (Beckman Coulter).,10.1016/j.virusres.2012.11.004,"ADCN,ADCM,ADCP,ADCI,AdCC,ADCT,ADCS",,"Chi Ngai Chan,Elizabeth L. McMonagle,Margaret J. Hosie,Brian J. Willett","https://github.com/pedvide/ADC, https://github.com/cran/adc","https://github.com/astronomy-commons/genesis-client, https://github.com/dirkjanm/adconnectdump, https://cran.r-project.org/package=ADCT, https://github.com/Gabriel-Assuncao/PNADcIBGE, https://github.com/applidium/ADClusterMapView, https://github.com/dev-2null/ADCollector, https://github.com/TxWRI/adc, https://cran.r-project.org/package=quadcleanR, https://github.com/DominiqueMaucieri/quadcleanR, https://github.com/cran/PNADcIBGE, https://pypi.org/project/adc/, https://github.com/cran/quadcleanR, https://github.com/bats3c/ADCSPwn, https://github.com/cran/ADCT, https://cran.r-project.org/package=adc, https://github.com/grimlockx/ADCSKiller, https://cran.r-project.org/package=PNADcIBGE"
ADC,"The excitation energies of the valence-excited states were calculated with ADC(2), EOM-EE-CCSD, and TDDFT/B3LYP",10.1063/4.0000070,"ADCN,ADCM,ADCP,ADCI,AdCC,ADCT,ADCS",,"Shota Tsuru,Marta L. Vidal,Mátyás Pápai,Anna I. Krylov,Klaus B. Møller,Sonia Coriani",https://github.com/pedvide/ADC,"https://github.com/astronomy-commons/genesis-client, https://github.com/dirkjanm/adconnectdump, https://cran.r-project.org/package=ADCT, https://github.com/Gabriel-Assuncao/PNADcIBGE, https://github.com/applidium/ADClusterMapView, https://github.com/dev-2null/ADCollector, https://github.com/TxWRI/adc, https://cran.r-project.org/package=quadcleanR, https://github.com/DominiqueMaucieri/quadcleanR, https://github.com/cran/PNADcIBGE, https://pypi.org/project/adc/, https://github.com/cran/adc, https://github.com/cran/quadcleanR, https://github.com/bats3c/ADCSPwn, https://github.com/cran/ADCT, https://cran.r-project.org/package=adc, https://github.com/grimlockx/ADCSKiller, https://cran.r-project.org/package=PNADcIBGE"
ADMIRE,Raw data were reconstructed with level 3 (A3) of advanced modeled iterative reconstruction (ADMIRE) using the standard soft tissue reconstruction kernel (Br40) usually used for abdomen exploration,10.1002/acm2.13369,"Admire®,ADMiRA,Admira,Admire Pro,(ADMIRE),ADMIRE®,ADMIRE-CD,ADMIRE21,Admire-LVQ,ADMIRE-HF,ADMIREs,ADMIRE CD,ADMIRE1",,"Joël Greffier,Julien Frandon,Alexandre Sadate,Philippe Akessoul,Asmaa Belaouni,Jean-Paul Bérégi,Djamel Dabli",https://github.com/VU-BEAM-Lab/ADMIRE,"https://pypi.org/project/Admire/, https://cran.r-project.org/package=AMR, https://cran.r-project.org/package=ADMUR, https://github.com/unforgiven512/android_device_samsung_admire, https://cran.r-project.org/package=IDMIR, https://cran.r-project.org/package=MIRES, https://github.com/SimplyAdmire/SimplyAdmire.Neos.FormBuilderBundle, https://github.com/stephenSRMMartin/MIRES, https://cran.r-project.org/package=DIRECT, https://github.com/cran/ADMUR, https://github.com/cran/IDMIR, https://github.com/cran/MIRES, https://github.com/andrewhinh/admirer, https://github.com/cran/ipADMIXTURE, https://github.com/cran/DIRECT, https://github.com/Avlyssna/Admire, https://github.com/DarkEyes/ipADMIXTURE, https://github.com/CrackerCat/Admirepowered-ZygiskNext, https://github.com/UCL/ADMUR, https://cran.r-project.org/package=ipADMIXTURE, https://github.com/cran/AMR, https://github.com/msberends/AMR"
ADMIRE,"The primary outcome of the ADMIRE-CD study was to assess the closure of external draining openings and the absence of collections >2 cm observed on MRI after 24 weeks [68,94].",10.3390/medicina56110563,"Admire®,ADMiRA,Admira,Admire Pro,(ADMIRE),ADMIRE®,ADMIRE-CD,ADMIRE21,Admire-LVQ,ADMIRE-HF,ADMIREs,ADMIRE CD,ADMIRE1",,"Gaetano Gallo,Vincenzo Tiesi,Serena Fulginiti,Gilda De Paola,Giuseppina Vescio,G. James Sammarco",https://github.com/VU-BEAM-Lab/ADMIRE,"https://pypi.org/project/Admire/, https://cran.r-project.org/package=AMR, https://cran.r-project.org/package=ADMUR, https://github.com/unforgiven512/android_device_samsung_admire, https://cran.r-project.org/package=IDMIR, https://cran.r-project.org/package=MIRES, https://github.com/SimplyAdmire/SimplyAdmire.Neos.FormBuilderBundle, https://github.com/stephenSRMMartin/MIRES, https://cran.r-project.org/package=DIRECT, https://github.com/cran/ADMUR, https://github.com/cran/IDMIR, https://github.com/cran/MIRES, https://github.com/andrewhinh/admirer, https://github.com/cran/ipADMIXTURE, https://github.com/cran/DIRECT, https://github.com/Avlyssna/Admire, https://github.com/DarkEyes/ipADMIXTURE, https://github.com/CrackerCat/Admirepowered-ZygiskNext, https://github.com/UCL/ADMUR, https://cran.r-project.org/package=ipADMIXTURE, https://github.com/cran/AMR, https://github.com/msberends/AMR"
ADMIRE,"generation advanced modeled iterative reconstruction (ADMIRE, Siemens) with a strength level of 3 using different convolution kernels (Bv36, Bv40, Bv44 and Bv49) with the smallest FOV possible",10.1371/journal.pone.0236951,"Admire®,ADMiRA,Admira,Admire Pro,(ADMIRE),ADMIRE®,ADMIRE-CD,ADMIRE21,Admire-LVQ,ADMIRE-HF,ADMIREs,ADMIRE CD,ADMIRE1",,"Concetta Schiano,Giuditta Benincasa,Teresa Infante,Monica Franzese,Rossana Castaldo,Carmela Fiorito,Gelsomina Mansueto,Vincenzo Grimaldi,Giovanni Della Valle,Gerardo Fatone,Andrea Soricelli,Giovanni Francesco Nicoletti,Antonio Ruocco,Ciro Mauro,Marco Salvatore,Claudio Napoli","https://pypi.org/project/Admire/, https://github.com/VU-BEAM-Lab/ADMIRE, https://github.com/Avlyssna/Admire","https://cran.r-project.org/package=AMR, https://cran.r-project.org/package=ADMUR, https://github.com/unforgiven512/android_device_samsung_admire, https://cran.r-project.org/package=IDMIR, https://cran.r-project.org/package=MIRES, https://github.com/SimplyAdmire/SimplyAdmire.Neos.FormBuilderBundle, https://github.com/stephenSRMMartin/MIRES, https://cran.r-project.org/package=DIRECT, https://github.com/cran/ADMUR, https://github.com/cran/IDMIR, https://github.com/cran/MIRES, https://github.com/andrewhinh/admirer, https://github.com/cran/ipADMIXTURE, https://github.com/cran/DIRECT, https://github.com/DarkEyes/ipADMIXTURE, https://github.com/CrackerCat/Admirepowered-ZygiskNext, https://github.com/UCL/ADMUR, https://cran.r-project.org/package=ipADMIXTURE, https://github.com/cran/AMR, https://github.com/msberends/AMR"
AFEM,"For the prices in 2030 and 2050, two future simulations (AFEM [49] and Link-ing [50] are considered.",10.1371/journal.pone.0236730,"AFE,MAFEM,SAFEM",,"Moritz Schillinger,Hannes Weigt,Philipp Emanuel Hirsch",https://github.com/trelau/AFEM,"https://github.com/KristofferC/JuAFEM.jl, https://github.com/cran/leafem, https://pypi.org/project/AFEM/, https://github.com/cran/rSAFE, https://cran.r-project.org/package=funFEM, https://github.com/scaomath/torch-afem, https://github.com/cran/funFEM, https://cran.r-project.org/package=leafem, https://github.com/ZibraMax/FEM, https://github.com/cran/AFM, https://cran.r-project.org/package=rSAFE, https://cran.r-project.org/package=AF, https://github.com/mcbal/afem, https://github.com/TjuJianyu/AFEM, https://github.com/ModelOriented/rSAFE, https://cran.r-project.org/package=AFM, https://github.com/cran/AF, https://github.com/r-spatial/leafem, https://cran.r-project.org/package=TANDEM, https://github.com/cran/TANDEM"
AFEM,"The AFEM code has exactly the same formal structure as continuum finite element methods, and therefore can seamlessly be combined with the pre- and post- process codes of finite element software to apply boundary conditions and output atom positions and forces",10.3390/ma9010032,"AFE,MAFEM,SAFEM",JavaScript,"Kuijian Yang,Yuli Chen,Fei Pan,Shengtao Wang,Yong Ma,Qi‐Jun Liu",,"https://github.com/KristofferC/JuAFEM.jl, https://github.com/cran/leafem, https://pypi.org/project/AFEM/, https://github.com/cran/rSAFE, https://cran.r-project.org/package=funFEM, https://github.com/scaomath/torch-afem, https://github.com/cran/funFEM, https://cran.r-project.org/package=leafem, https://github.com/ZibraMax/FEM, https://github.com/cran/AFM, https://cran.r-project.org/package=rSAFE, https://cran.r-project.org/package=AF, https://github.com/mcbal/afem, https://github.com/TjuJianyu/AFEM, https://github.com/ModelOriented/rSAFE, https://cran.r-project.org/package=AFM, https://github.com/cran/AF, https://github.com/r-spatial/leafem, https://github.com/trelau/AFEM, https://cran.r-project.org/package=TANDEM, https://github.com/cran/TANDEM"
AFEM,"Whereas the major part of the paper is concerned with the 2D model problem, Section  6 considers convergence of AFEM for 3D",10.1016/j.cam.2013.06.009,"AFE,MAFEM,SAFEM",,"Michael Feischl,Marcus Page,Dirk Praetorius","https://pypi.org/project/AFEM/, https://github.com/mcbal/afem, https://github.com/TjuJianyu/AFEM, https://github.com/trelau/AFEM","https://github.com/KristofferC/JuAFEM.jl, https://github.com/cran/leafem, https://github.com/cran/rSAFE, https://cran.r-project.org/package=funFEM, https://github.com/scaomath/torch-afem, https://github.com/cran/funFEM, https://cran.r-project.org/package=leafem, https://github.com/ZibraMax/FEM, https://github.com/cran/AFM, https://cran.r-project.org/package=rSAFE, https://cran.r-project.org/package=AF, https://github.com/ModelOriented/rSAFE, https://cran.r-project.org/package=AFM, https://github.com/cran/AF, https://github.com/r-spatial/leafem, https://cran.r-project.org/package=TANDEM, https://github.com/cran/TANDEM"
AIMD,AIMD has also offered key insights into the librational motion of higher-frequency modes of water adsorbed to titania in recent studies.,10.1021/acs.jpclett.1c01479,"SAIMD,AIM,AIMDEF",,"Zdeněk Futera,Niall J. English",,"https://cran.r-project.org/package=IMD, https://github.com/mogroupumd/aimd, https://github.com/babe051/aimd, https://cran.r-project.org/package=CNAIM, https://github.com/cran/CNAIM, https://pypi.org/project/aimd/, https://github.com/SGevorg/aim-deploy, https://cran.r-project.org/package=DAIME, https://github.com/cran/AMIM, https://cran.r-project.org/package=AMIM, https://github.com/Linyuechuan/AIMD, https://cran.r-project.org/package=AID, https://github.com/cran/IMD, https://github.com/luzihen/AIMD_Toolkit, https://github.com/cran/AID, https://github.com/cran/DAIME, https://github.com/microsoft/LightAIMD, https://github.com/gelotran/AMIM, https://github.com/humaniverse/IMD, https://github.com/Utiligize/CNAIM"
AIMD,Data about EIHC/KT supports were grouped thematically and organized in accordance with the AIMD Framework [21],10.1186/s43058-021-00152-7,"SAIMD,AIM,AIMDEF",,"Stephanie Glegg,Andrea Ryce,K. J. Miller,Laura Nimmon,Anita Kothari,Liisa Holsti","https://github.com/babe051/aimd, https://github.com/Linyuechuan/AIMD","https://cran.r-project.org/package=IMD, https://github.com/mogroupumd/aimd, https://cran.r-project.org/package=CNAIM, https://github.com/cran/CNAIM, https://pypi.org/project/aimd/, https://github.com/SGevorg/aim-deploy, https://cran.r-project.org/package=DAIME, https://github.com/cran/AMIM, https://cran.r-project.org/package=AMIM, https://cran.r-project.org/package=AID, https://github.com/cran/IMD, https://github.com/luzihen/AIMD_Toolkit, https://github.com/cran/AID, https://github.com/cran/DAIME, https://github.com/microsoft/LightAIMD, https://github.com/gelotran/AMIM, https://github.com/humaniverse/IMD, https://github.com/Utiligize/CNAIM"
AIMD,"The application of AIMD allows for the simulation of spontaneous reactions between individual acid gas molecules inside the MOF pore, and between the acid gas molecule and the MOF framework",10.1002/anie.202102956,"SAIMD,AIM,AIMDEF",,"Dayton J. Vogel,Jessica Rimsza,Tina M. Nenoff","https://github.com/mogroupumd/aimd, https://github.com/babe051/aimd, https://github.com/Linyuechuan/AIMD","https://cran.r-project.org/package=IMD, https://cran.r-project.org/package=CNAIM, https://github.com/cran/CNAIM, https://pypi.org/project/aimd/, https://github.com/SGevorg/aim-deploy, https://cran.r-project.org/package=DAIME, https://github.com/cran/AMIM, https://cran.r-project.org/package=AMIM, https://cran.r-project.org/package=AID, https://github.com/cran/IMD, https://github.com/luzihen/AIMD_Toolkit, https://github.com/cran/AID, https://github.com/cran/DAIME, https://github.com/microsoft/LightAIMD, https://github.com/gelotran/AMIM, https://github.com/humaniverse/IMD, https://github.com/Utiligize/CNAIM"
ATR,"Anti-expressions were created from these photographs using computer-morphing software (FUTON System, ATR) on a Linux computer",10.1371/journal.pone.0094747,"ATRZ,ATRM,ATRS,Atrn,Atra,ATRP,ATRA,ATRX,Atro,ATRO",,"Reiko Sawada,Wataru Sato,Takanori Kochiyama,Shota Uono,Yasutaka Kubota,Sayaka Yoshimura,Motomi Toichi",https://github.com/cran/ATR,"https://github.com/cran/AGHmatrix, https://github.com/nolimits4web/atropos, https://github.com/cran/affinitymatrix, https://cran.r-project.org/package=AGHmatrix, https://github.com/cran/admmDensestSubmatrix, https://github.com/rramadeu/AGHmatrix, https://github.com/psharanda/Atributika, https://cran.r-project.org/package=activatr, https://github.com/Atri-Labs/atrilabs-engine, https://cran.r-project.org/package=affinitymatrix, https://cran.r-project.org/package=ATR, https://github.com/jakubfiala/atrament, https://pypi.org/project/atr/, https://github.com/LlagosteraPol/ATR, https://cran.r-project.org/web/packages/ATR/index.html, https://cran.r-project.org/package=admmDensestSubmatrix, https://github.com/dschafer/activatr, https://github.com/cran/activatr, https://github.com/anvaka/atree"
ATR,The ATR software produces a generic image of the individual being screened that is the same as the images produced for all other screened individuals [18–20],10.1155/2013/952835,"ATRZ,ATRM,ATRS,Atrn,Atra,ATRP,ATRA,ATRX,Atro,ATRO",,"Vijay Naraynsingh,Shamir O Cawich,Ravi Maharaj,Dilip Dan",,"https://github.com/cran/AGHmatrix, https://github.com/nolimits4web/atropos, https://github.com/cran/affinitymatrix, https://cran.r-project.org/package=AGHmatrix, https://github.com/cran/admmDensestSubmatrix, https://github.com/rramadeu/AGHmatrix, https://github.com/psharanda/Atributika, https://cran.r-project.org/package=activatr, https://github.com/cran/ATR, https://github.com/Atri-Labs/atrilabs-engine, https://cran.r-project.org/package=affinitymatrix, https://cran.r-project.org/package=ATR, https://github.com/jakubfiala/atrament, https://pypi.org/project/atr/, https://github.com/LlagosteraPol/ATR, https://cran.r-project.org/web/packages/ATR/index.html, https://cran.r-project.org/package=admmDensestSubmatrix, https://github.com/dschafer/activatr, https://github.com/cran/activatr, https://github.com/anvaka/atree"
ATR,• the number of new terms extracted by ATR with a link to the list of terms sorted by their C-values.,10.1186/1471-2105-9-S5-S5,"ATRZ,ATRM,ATRS,Atrn,Atra,ATRP,ATRA,ATRX,Atro,ATRO",C,"‪Irena Spasić,Daniel Schober,Susanna‐Assunta Sansone,Dietrich Rebholz‐Schuhmann,Douglas B. Kell,Norman W. Paton",,"https://github.com/cran/AGHmatrix, https://github.com/nolimits4web/atropos, https://github.com/cran/affinitymatrix, https://cran.r-project.org/package=AGHmatrix, https://github.com/cran/admmDensestSubmatrix, https://github.com/rramadeu/AGHmatrix, https://github.com/psharanda/Atributika, https://cran.r-project.org/package=activatr, https://github.com/cran/ATR, https://github.com/Atri-Labs/atrilabs-engine, https://cran.r-project.org/package=affinitymatrix, https://cran.r-project.org/package=ATR, https://github.com/jakubfiala/atrament, https://pypi.org/project/atr/, https://github.com/LlagosteraPol/ATR, https://cran.r-project.org/web/packages/ATR/index.html, https://cran.r-project.org/package=admmDensestSubmatrix, https://github.com/dschafer/activatr, https://github.com/cran/activatr, https://github.com/anvaka/atree"
AceView,"A comprehensive set of ∼136,000 events of these eight types was derived from the AceView gene annotations [31]",10.1371/journal.pgen.1002218,"aceview genes,The AceView Genes,the aceview genes,AceView Magic,aceview/wormgenes,aceview,AceView12,AceView Gene,AceView genes,AceView/WormGenes",,"Irina M. Shapiro,Albert W. Cheng,Nicholas C. Flytzanis,Michele Balsamo,John S. Condeelis,Maja H. Oktay,Christopher B. Burge,Frank B. Gertler","https://github.com/ncbi/AceView, https://github.com/rgroothedde/aceview, https://github.com/ACENative/ACEView, https://github.com/Kaljurand/aceview","https://github.com/ACENative/ACEViewSwift, https://cran.r-project.org/package=OceanView, https://cran.r-project.org/package=DiceView, https://cran.r-project.org/package=hexView, https://github.com/IRSN/DiceView, https://github.com/cran/AcuityView, https://github.com/cran/cubeview, https://cran.r-project.org/package=AcuityView, https://github.com/cran/DiceView, https://github.com/cran/hexView, https://github.com/cran/OceanView, https://cran.r-project.org/package=cubeview"
AceView,"Multiple human genome annotations exist, including the AceView database [9] and the RefSeq database [10]",10.1186/1471-2105-14-S11-S8,"aceview genes,The AceView Genes,the aceview genes,AceView Magic,aceview/wormgenes,aceview,AceView12,AceView Gene,AceView genes,AceView/WormGenes",,"Po-Yen Wu,John H. Phan,May D. Wang","https://github.com/ncbi/AceView, https://github.com/rgroothedde/aceview, https://github.com/ACENative/ACEView, https://github.com/Kaljurand/aceview","https://github.com/ACENative/ACEViewSwift, https://cran.r-project.org/package=OceanView, https://cran.r-project.org/package=DiceView, https://cran.r-project.org/package=hexView, https://github.com/IRSN/DiceView, https://github.com/cran/AcuityView, https://github.com/cran/cubeview, https://cran.r-project.org/package=AcuityView, https://github.com/cran/DiceView, https://github.com/cran/hexView, https://github.com/cran/OceanView, https://cran.r-project.org/package=cubeview"
